sample_id_1,sample_id_2,identifier_1,identifier_2,distance
101209592,100109627,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,925cc169-2077-4fd3-aa7e-a614bec7f748,inf
101209592,100109627,593d7cbf-f87c-48af-8faa-470b886ba285,925cc169-2077-4fd3-aa7e-a614bec7f748,inf
101209593,100109627,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,925cc169-2077-4fd3-aa7e-a614bec7f748,inf
101209593,100109627,593d7cbf-f87c-48af-8faa-470b886ba285,925cc169-2077-4fd3-aa7e-a614bec7f748,inf
101209592,101109532,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,029755ff-8f80-463b-8a1a-b4830bae05ef,inf
101209592,101109532,593d7cbf-f87c-48af-8faa-470b886ba285,029755ff-8f80-463b-8a1a-b4830bae05ef,inf
101209593,101109532,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,029755ff-8f80-463b-8a1a-b4830bae05ef,inf
101209593,101109532,593d7cbf-f87c-48af-8faa-470b886ba285,029755ff-8f80-463b-8a1a-b4830bae05ef,inf
101209592,101209592,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,0.0
101209592,101209592,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,593d7cbf-f87c-48af-8faa-470b886ba285,0.0
101209592,101209592,593d7cbf-f87c-48af-8faa-470b886ba285,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,0.0
101209592,101209592,593d7cbf-f87c-48af-8faa-470b886ba285,593d7cbf-f87c-48af-8faa-470b886ba285,0.0
101209593,101209592,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,0.0
101209593,101209592,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,593d7cbf-f87c-48af-8faa-470b886ba285,inf
101209593,101209592,593d7cbf-f87c-48af-8faa-470b886ba285,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,inf
101209593,101209592,593d7cbf-f87c-48af-8faa-470b886ba285,593d7cbf-f87c-48af-8faa-470b886ba285,0.0
101209592,101209593,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,0.0
101209592,101209593,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,593d7cbf-f87c-48af-8faa-470b886ba285,inf
101209592,101209593,593d7cbf-f87c-48af-8faa-470b886ba285,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,inf
101209592,101209593,593d7cbf-f87c-48af-8faa-470b886ba285,593d7cbf-f87c-48af-8faa-470b886ba285,0.0
101209593,101209593,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,0.0
101209593,101209593,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,593d7cbf-f87c-48af-8faa-470b886ba285,0.0
101209593,101209593,593d7cbf-f87c-48af-8faa-470b886ba285,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,0.0
101209593,101209593,593d7cbf-f87c-48af-8faa-470b886ba285,593d7cbf-f87c-48af-8faa-470b886ba285,0.0
101209592,100409552,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,9a590233-cf3c-4dd5-af83-1daf89d96683,inf
101209592,100409552,593d7cbf-f87c-48af-8faa-470b886ba285,9a590233-cf3c-4dd5-af83-1daf89d96683,inf
101209593,100409552,c7902ae9-168a-46aa-9dbe-8977d0ace7a1,9a590233-cf3c-4dd5-af83-1daf89d96683,inf
101209593,100409552,593d7cbf-f87c-48af-8faa-470b886ba285,9a590233-cf3c-4dd5-af83-1daf89d96683,inf
