sample_id_1,sample_id_2,identifier_1,identifier_2,distance
83009549,82509542,3b57219a-96a5-42a6-ae9d-7e01b898e5f0,b177f1c8-2843-44f2-b0a7-e1a809a14198,inf
83009549,82509542,3b57219a-96a5-42a6-ae9d-7e01b898e5f0,7f8eebab-2193-42a7-a2f9-2017ad1f7fdb,4.0
83009549,82509542,496c9dee-e009-407c-8570-8b91c3502ba4,b177f1c8-2843-44f2-b0a7-e1a809a14198,inf
83009549,82509542,496c9dee-e009-407c-8570-8b91c3502ba4,7f8eebab-2193-42a7-a2f9-2017ad1f7fdb,inf
83009549,82509542,38d77f3f-a486-4593-96cc-73daa769fb29,b177f1c8-2843-44f2-b0a7-e1a809a14198,inf
83009549,82509542,38d77f3f-a486-4593-96cc-73daa769fb29,7f8eebab-2193-42a7-a2f9-2017ad1f7fdb,inf
83009549,82509546,3b57219a-96a5-42a6-ae9d-7e01b898e5f0,b177f1c8-2843-44f2-b0a7-e1a809a14198,inf
83009549,82509546,3b57219a-96a5-42a6-ae9d-7e01b898e5f0,7f8eebab-2193-42a7-a2f9-2017ad1f7fdb,4.0
83009549,82509546,496c9dee-e009-407c-8570-8b91c3502ba4,b177f1c8-2843-44f2-b0a7-e1a809a14198,inf
83009549,82509546,496c9dee-e009-407c-8570-8b91c3502ba4,7f8eebab-2193-42a7-a2f9-2017ad1f7fdb,inf
83009549,82509546,38d77f3f-a486-4593-96cc-73daa769fb29,b177f1c8-2843-44f2-b0a7-e1a809a14198,inf
83009549,82509546,38d77f3f-a486-4593-96cc-73daa769fb29,7f8eebab-2193-42a7-a2f9-2017ad1f7fdb,inf
83009549,82609609,3b57219a-96a5-42a6-ae9d-7e01b898e5f0,c41ca2b1-5fa1-4bc2-beff-ab70fbb8d926,inf
83009549,82609609,496c9dee-e009-407c-8570-8b91c3502ba4,c41ca2b1-5fa1-4bc2-beff-ab70fbb8d926,inf
83009549,82609609,38d77f3f-a486-4593-96cc-73daa769fb29,c41ca2b1-5fa1-4bc2-beff-ab70fbb8d926,inf
83009549,82809549,3b57219a-96a5-42a6-ae9d-7e01b898e5f0,9b681027-dfba-4d58-9458-7f5426b846f9,4.0
83009549,82809549,3b57219a-96a5-42a6-ae9d-7e01b898e5f0,9313e671-fe07-49ee-a2cc-4fb0b17c9669,inf
