sample_id_1,sample_id_2,identifier_1,identifier_2,distance
110809567,110209525,408b0555-c824-407f-91d4-1a87d5ddae75,ddc93802-78f5-4db5-bf83-b2dce7107e1a,inf
110809567,110209525,408b0555-c824-407f-91d4-1a87d5ddae75,d0f3abee-1de0-4237-850b-bc9997f653c0,inf
110809553,110209525,f5bf6299-2741-486e-9d77-bef97d4d881d,ddc93802-78f5-4db5-bf83-b2dce7107e1a,inf
110809553,110209525,f5bf6299-2741-486e-9d77-bef97d4d881d,d0f3abee-1de0-4237-850b-bc9997f653c0,inf
110809567,110309696,408b0555-c824-407f-91d4-1a87d5ddae75,408b0555-c824-407f-91d4-1a87d5ddae75,0.0
110809553,110309696,f5bf6299-2741-486e-9d77-bef97d4d881d,408b0555-c824-407f-91d4-1a87d5ddae75,inf
110809567,110809567,408b0555-c824-407f-91d4-1a87d5ddae75,408b0555-c824-407f-91d4-1a87d5ddae75,0.0
110809553,110809567,f5bf6299-2741-486e-9d77-bef97d4d881d,408b0555-c824-407f-91d4-1a87d5ddae75,inf
110809567,110409649,408b0555-c824-407f-91d4-1a87d5ddae75,6622f79d-c93e-48ce-98bf-e4672cceaeb2,inf
110809553,110409649,f5bf6299-2741-486e-9d77-bef97d4d881d,6622f79d-c93e-48ce-98bf-e4672cceaeb2,inf
110809567,110809553,408b0555-c824-407f-91d4-1a87d5ddae75,f5bf6299-2741-486e-9d77-bef97d4d881d,inf
110809553,110809553,f5bf6299-2741-486e-9d77-bef97d4d881d,f5bf6299-2741-486e-9d77-bef97d4d881d,0.0
