sample_id_1,sample_id_2,identifier_1,identifier_2,distance
113009627,111809642,550e3a78-705d-4060-90f9-68285f84e688,e93383ad-7f0a-49c2-b738-9e370ccafef0,inf
113009627,111809642,c7835754-16d7-4840-86c2-e818dcd47c96,e93383ad-7f0a-49c2-b738-9e370ccafef0,inf
120109841,111809642,cb26540a-b169-45ff-b403-9b816596e0d2,e93383ad-7f0a-49c2-b738-9e370ccafef0,inf
113009627,111809711,550e3a78-705d-4060-90f9-68285f84e688,0477d4b2-e8c4-4f2a-8d91-19e3f0754449,inf
113009627,111809711,550e3a78-705d-4060-90f9-68285f84e688,680c2740-1efc-4274-a5ee-b32fd40de437,inf
113009627,111809711,c7835754-16d7-4840-86c2-e818dcd47c96,0477d4b2-e8c4-4f2a-8d91-19e3f0754449,inf
113009627,111809711,c7835754-16d7-4840-86c2-e818dcd47c96,680c2740-1efc-4274-a5ee-b32fd40de437,inf
120109841,111809711,cb26540a-b169-45ff-b403-9b816596e0d2,0477d4b2-e8c4-4f2a-8d91-19e3f0754449,inf
120109841,111809711,cb26540a-b169-45ff-b403-9b816596e0d2,680c2740-1efc-4274-a5ee-b32fd40de437,inf
113009627,111809728,550e3a78-705d-4060-90f9-68285f84e688,ff1bee70-fc07-4068-90a7-7fe254c7946f,inf
113009627,111809728,550e3a78-705d-4060-90f9-68285f84e688,7b16a854-a325-4797-a473-d0d57dc063b4,inf
113009627,111809728,c7835754-16d7-4840-86c2-e818dcd47c96,ff1bee70-fc07-4068-90a7-7fe254c7946f,inf
113009627,111809728,c7835754-16d7-4840-86c2-e818dcd47c96,7b16a854-a325-4797-a473-d0d57dc063b4,inf
120109841,111809728,cb26540a-b169-45ff-b403-9b816596e0d2,ff1bee70-fc07-4068-90a7-7fe254c7946f,inf
120109841,111809728,cb26540a-b169-45ff-b403-9b816596e0d2,7b16a854-a325-4797-a473-d0d57dc063b4,inf
113009627,111909747,550e3a78-705d-4060-90f9-68285f84e688,a1a5fcc3-fa1d-4389-a90f-ad1e09b40114,inf
113009627,111909747,c7835754-16d7-4840-86c2-e818dcd47c96,a1a5fcc3-fa1d-4389-a90f-ad1e09b40114,inf
120109841,111909747,cb26540a-b169-45ff-b403-9b816596e0d2,a1a5fcc3-fa1d-4389-a90f-ad1e09b40114,inf
113009627,112209507,550e3a78-705d-4060-90f9-68285f84e688,eb98ea92-4fe1-469d-9adf-5bef8aae1cb8,inf
113009627,112209507,c7835754-16d7-4840-86c2-e818dcd47c96,eb98ea92-4fe1-469d-9adf-5bef8aae1cb8,inf
120109841,112209507,cb26540a-b169-45ff-b403-9b816596e0d2,eb98ea92-4fe1-469d-9adf-5bef8aae1cb8,inf
113009627,112509710,550e3a78-705d-4060-90f9-68285f84e688,2ec1feb2-582c-46ca-8a55-01c17ea14794,inf
113009627,112509710,c7835754-16d7-4840-86c2-e818dcd47c96,2ec1feb2-582c-46ca-8a55-01c17ea14794,inf
120109841,112509710,cb26540a-b169-45ff-b403-9b816596e0d2,2ec1feb2-582c-46ca-8a55-01c17ea14794,inf
113009627,113009627,550e3a78-705d-4060-90f9-68285f84e688,550e3a78-705d-4060-90f9-68285f84e688,0.0
113009627,113009627,550e3a78-705d-4060-90f9-68285f84e688,c7835754-16d7-4840-86c2-e818dcd47c96,0.0
113009627,113009627,c7835754-16d7-4840-86c2-e818dcd47c96,550e3a78-705d-4060-90f9-68285f84e688,0.0
113009627,113009627,c7835754-16d7-4840-86c2-e818dcd47c96,c7835754-16d7-4840-86c2-e818dcd47c96,0.0
120109841,113009627,cb26540a-b169-45ff-b403-9b816596e0d2,550e3a78-705d-4060-90f9-68285f84e688,inf
120109841,113009627,cb26540a-b169-45ff-b403-9b816596e0d2,c7835754-16d7-4840-86c2-e818dcd47c96,inf
113009627,120109841,550e3a78-705d-4060-90f9-68285f84e688,cb26540a-b169-45ff-b403-9b816596e0d2,inf
113009627,120109841,c7835754-16d7-4840-86c2-e818dcd47c96,cb26540a-b169-45ff-b403-9b816596e0d2,inf
120109841,120109841,cb26540a-b169-45ff-b403-9b816596e0d2,cb26540a-b169-45ff-b403-9b816596e0d2,0.0
113009627,111609518,550e3a78-705d-4060-90f9-68285f84e688,87d3dc72-33ee-4c38-b7ad-1cd9f7a1ce8c,inf
113009627,111609518,c7835754-16d7-4840-86c2-e818dcd47c96,87d3dc72-33ee-4c38-b7ad-1cd9f7a1ce8c,inf
120109841,111609518,cb26540a-b169-45ff-b403-9b816596e0d2,87d3dc72-33ee-4c38-b7ad-1cd9f7a1ce8c,inf
